eid,anio,posicion_autor,n_autores_total,nombre_en_fuente,clave_normalizada,clave_apellido,afiliacion_declarada_raw,unidad_academica_raw,unidad_academica,metodo_blando,metodo_duro_publicacion,confianza
2-s2.0-105027067369,2025,1,1,Giordanino E.F.,giordanino ef,giordaninoef,"Jefe Técnico Intensivo Cardiovascular, Clínica Las Condes, Santiago, Chile, Jefe Insuficiencia Cardíaca y Trasplante Cardíaco, Clínica Las Condes, Santiago, Chile, Jefe Académico Cardiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105016131168,2025,9,13,Lopez-Arana S.,lopez arana s,lopezarana,"School of Nutrition and Dietetics, Faculty of Medicine, Finis Terrae University, Santiago, Chile, Department of Nutrition, Faculty of Medicine, University of Chile, Santiago, Chile, Lown Scholars in the Bernard Lown Scholars in Cardiovascular Health Program at Harvard T.H. Chan School of Public Heal",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85214481964,2025,12,13,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Faculty of Medicine and Science, Universidad San Sebastián, Santiago, 8420524, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105011732633,2024,1,1,Vargas C.H.,vargas ch,vargasch,"Universidad Finis Terrae, Santiago, Chile, Universidad de los Andes, Colombia",,No determinada,True,True,alta
2-s2.0-105035057887,2025,2,2,Caffarena Barcenilla P.,caffarena barcenilla p,caffarenabarcenilla,"Escuela de Historia-CIDOC, Facultad de Humanidades y Comunicaciones, Universidad Finis Terrae, Chile",Facultad de Humanidades y Comunicaciones,Facultad de Humanidades y Comunicaciones,True,True,alta
2-s2.0-85196358755,2024,4,4,Busquets-Losada P.,busquets losada p,busquetslosada,"Alianza de Enfermeras por Ambientes Saludables (ANHE) Latinoamérica, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-85182858698,2024,4,9,Lucero-Mora J.,lucero mora j,luceromora,"Laboratory of Periodontal Biology, Faculty of Dentistry, Universidad de Chile, Santiago, Chile, Laboratory of Oral Biology, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-86000144898,2025,2,3,Muñoz-Concha D.,munoz concha d,munozconcha,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105010435195,2025,1,5,Simón L.,simon l,simon,"Nutrition and Dietetic School, Universidad Finis Terrae, Santiago, Chile, Cellular Communication Laboratory, Center for Studies on Exercise, Metabolism and Cancer (CEMC), Institute of Biomedical Sciences (ICBM), Faculty of Medicine, University of Chile, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105010435195,2025,2,5,Torres K.,torres k,torres,"Nutrition and Dietetic School, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105018969990,2025,10,21,Henríquez-Olguin C.,henriquez olguin c,henriquezolguin,"Department of Nutrition, Exercise, and Sports, Faculty of Science, University of Copenhagen, Denmark, Skeletal Muscle Biology, Research and Early Development, Novo Nordisk A/S, Måløv, Denmark, Center for Exercise Physiology and Metabolism, Department of Kinesiology, Faculty of Medicine, Universidad ",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85208582406,2024,1,4,Williams C.,williams c,williams,"Centro de Investigación en Educación Médica y Ciencias de la Salud, Universidad Finis Terrae, Santiago, Chile, Facultad de Ciencias de la Salud, Universidad del Alba, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85208582406,2024,3,4,Cayu E.,cayu e,cayu,"Centro de Investigación en Educación Médica y Ciencias de la Salud, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105033394702,2025,1,2,Sánchez-Duque C.,sanchez duque c,sanchezduque,"University Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105017948166,2025,1,4,Lang M.,lang m,lang,"Department of Physical Therapy, Faculty of Medicine, University of Chile, Santiago, Chile, Faculty of Medicine, School of Kinesiology, Universidad Finis Terrae, Santiago, Chile",School of Kinesiology,Escuela de Kinesiología,True,True,alta
2-s2.0-105014951523,2025,1,1,Aravena S.C.,aravena sc,aravenasc,"Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105022610814,2025,1,8,Rojas-Costa G.M.,rojas costa gm,rojascosta,"School of Medicine, Finis Terrae University, Santiago, 7501015, Chile, Department of Radiology, Clínica las Condes, Santiago, 7591046, Chile, Biomedical Imaging Unit and Artificial Intelligence FISABIO-CIPF, Foundation for the Promotion of Health and Biomedical Research of the Valencia Region, Valen",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105022610814,2025,8,8,Gálvez M.,galvez m,galvez,"School of Medicine, Finis Terrae University, Santiago, 7501015, Chile, Department of Radiology, Clínica las Condes, Santiago, 7591046, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105009026860,2025,8,13,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Departamento de Morfología, Facultad de Medicina, Universidad Andrés Bello, Santiago, 8370146, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105010261920,2025,1,6,Montalva-Valenzuela F.,montalva valenzuela f,montalvavalenzuela,"LABFEM, Escuela de Kinesiología, Universidad Finis Terrae, Santiago, Chile, Instituto Nacional del Fútbol (INAF), Peñalolén, Chile",Escuela de Kinesiología,Escuela de Kinesiología,True,True,alta
2-s2.0-85205794317,2024,12,13,Cottin M.,cottin m,cottin,"Escuela de Psicología, Universidad Finis Terrae, Santiago de Chile, Chile",Escuela de Psicología,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85191345659,2024,9,13,Molina M.,molina m,molina,"Orthopedics Department, Spine Unit, Clínica Alemana, Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105003572556,2025,1,3,Arroyo A.,arroyo a,arroyo,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003572556,2025,2,3,Ramos A.,ramos a,ramos,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003572556,2025,3,3,Reccius A.,reccius a,reccius,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105001077196,2025,2,3,Landskron G.,landskron g,landskron,"Laboratorio de Enfermedades Digestivas y Motilidad, Sección de Gastroenterología, Hospital Clínico Universidad de Chile, Universidad de Chile, Santiago, Chile, Centro de Investigación en Biomedicina (CIBMED), Escuela de Medicina, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105007137059,2025,3,8,Tiscornia C.,tiscornia c,tiscornia,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-105007137059,2025,7,8,Vásquez F.,vasquez f,vasquez,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-85216599084,2025,5,12,Mena C.,mena c,mena,"Early Intervention in Psychosis Programme (PRO-ITP), Instituto Psiquiátrico José Horwitz Barack, Chile, School of Medicine, Universidad Finis Terrae, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85216599084,2025,9,12,Nachar R.,nachar r,nachar,"Early Intervention in Psychosis Programme (PRO-ITP), Instituto Psiquiátrico José Horwitz Barack, Chile, School of Medicine, Universidad Finis Terrae, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85216599084,2025,11,12,González-Valderrama A.,gonzalez valderrama a,gonzalezvalderrama,"Early Intervention in Psychosis Programme (PRO-ITP), Instituto Psiquiátrico José Horwitz Barack, Chile, School of Medicine, Universidad Finis Terrae, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105030866059,2025,4,7,Quintero K.C.,quintero kc,quinterokc,"Finis Terrae University, Chile",,No determinada,True,True,alta
2-s2.0-105017332179,2025,7,8,Strauss F.J.,strauss fj,straussfj,"Clinic of Reconstructive Dentistry, Center for Dental Medicine, University of Zurich, Plattenstrasse 11, Zurich, CH-8032, Switzerland, Center for Studies and Innovation in Dentistry, Faculty of Dentistry, Universidad Finis Terrae, Santiago, 7501016, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-85214307945,2024,1,4,Giglio Jimenez A.,giglio jimenez a,gigliojimenez,"Critical Care Department, Finis Terrae University, Faculty of Medicine, Metropolitana, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Metropolitana, Las Condes, Chile",,No determinada,True,True,alta
2-s2.0-85214307945,2024,3,4,Ibañez V.,ibanez v,ibanez,"Internal Medicine Program, Universidad Finis Terrae, Facultad de Medicina, Metropolitana, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85214307945,2024,4,4,Ferre A.,ferre a,ferre,"Critical Care Department, Finis Terrae University, Faculty of Medicine, Metropolitana, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Metropolitana, Las Condes, Chile",,No determinada,True,True,alta
2-s2.0-85199151490,2024,4,6,Strauss F.J.,strauss fj,straussfj,"Clinic of Reconstructive Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Switzerland, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-105030040251,2025,2,3,Ramos-Alarcón M.B.,ramos alarcon mb,ramosalarcon,"Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85193467121,2024,7,11,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile, Departamento de Morfología, Facultad de Medicina, Universidad Andrés Bello, Santiago, 8370146, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105021234505,2025,4,6,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Departamento de Morfología, Facultad de Medicina, Universidad Andres Bello, Santiago, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105013783691,2025,7,14,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105004356535,2025,1,2,Bastías J.,bastias j,bastias,"Faculty of Economics and Business, University Finis Terrae, Chile",Faculty of Economics and Business,Facultad de Economía y Negocios,True,True,alta
2-s2.0-85207746491,2024,5,6,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Basque Country, Leioa, Spain, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85194863143,2024,3,7,Etchegaray-Armijo K.,etchegaray armijo k,etchegarayarmijo,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85194863143,2024,7,7,Bustos-Arriagada E.,bustos arriagada e,bustosarriagada,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85190432889,2024,2,9,Strauss F.-J.,strauss f j,strauss,"Clinic of Reconstructive Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Switzerland, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-105014875925,2025,3,4,Mujika I.,mujika i,mujika,"Faculty of Medicine and Nursing, Department of Physiology, University of the Basque Country UPV/EHU, Basque country, Leioa, 48940, Spain, Faculty of Medicine, Exercise Science Laboratory, School of Kinesiology, Universidad Finis Terrae, Santiago, 7501014, Chile",School of Kinesiology,Escuela de Kinesiología,True,True,alta
2-s2.0-105014537995,2025,2,21,Henriquez-Olguín C.,henriquez olguin c,henriquezolguin,"Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen, Denmark, Exercise Science Laboratory, Faculty of Medicine, Universidad Finis Terrae, Santiago, 7501015, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85209811590,2024,1,1,Aqueveque-Muñoz C.,aqueveque munoz c,aquevequemunoz,"CIPEF, Universidad Finis Terrae, Chile, Universidad Bernardo O’Higgins, Chile",,No determinada,True,True,alta
2-s2.0-105030379902,2025,1,2,Chiuminatto P.,chiuminatto p,chiuminatto,Universidad Finis Terrae,,No determinada,True,True,alta
2-s2.0-105030379902,2025,2,2,Hill A.C.,hill ac,hillac,Universidad Finis Terrae,,No determinada,True,True,alta
2-s2.0-105001709998,2025,3,3,Yanine F.F.,yanine ff,yanineff,"Faculty of Engineering, Universidad Finis Terrae, Providencia, Santiago, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-105006493357,2025,1,6,Cárdenas Larenas J.P.,cardenas larenas jp,cardenaslarenas,"Universidad de Chile, Universidad Finis Terrae-Hospital San Juan de Dios, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105006493357,2025,2,6,Guardia Castro D.,guardia castro d,guardiacastro,"Universidad de Chile, Universidad Finis Terrae-Hospital San Juan de Dios, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105006493357,2025,3,6,Arauco Rodríguez D.,arauco rodriguez d,araucorodriguez,"Universidad de Chile, Universidad Finis Terrae-Hospital San Juan de Dios, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105006493357,2025,4,6,Beytia Osses I.,beytia osses i,beytiaosses,"Universidad de Chile, Universidad Finis Terrae-Hospital San Juan de Dios, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105006493357,2025,5,6,Bencina Matus F.,bencina matus f,bencinamatus,"Universidad de Chile, Universidad Finis Terrae-Hospital San Juan de Dios, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105006493357,2025,6,6,Moraga Concha J.,moraga concha j,moragaconcha,"Universidad de Chile, Universidad Finis Terrae-Hospital San Juan de Dios, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85195847219,2024,1,3,Rojas-Saffie J.P.,rojas saffie jp,rojassaffie,"Department of Psychology, Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile, Center for Research in Education, Psychology and Family (CIPEF), Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85195847219,2024,2,3,García-Matte N.,garcia matte n,garciamatte,"Department of Psychology, Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile, Center for Research in Education, Psychology and Family (CIPEF), Faculty of Education, Psychology and Family, Universidad Finis Terrae, Santiago, Chile, Millenium Institute for Depressio",Faculty of Education,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85217262308,2025,1,4,Giglio Jiménez A.,giglio jimenez a,gigliojimenez,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85217262308,2025,2,4,Tovar W.,tovar w,tovar,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85217262308,2025,3,4,Pedreros C.,pedreros c,pedreros,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85217262308,2025,4,4,Ferre A.,ferre a,ferre,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105001037901,2025,4,4,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
